Query ID,Predicted Cardinality
0,104209
1,2145
2,1980960
3,1995161
4,1668586
5,2518
6,31
7,1028576
8,49932
9,2848254
10,56
11,719632
12,18375102
13,11449276
14,662289
15,967554
16,68642
17,2338740
18,21273
19,36887
20,25
21,3188558
22,78861424
23,47
24,68068
25,3119032
26,10288
27,69
28,219
29,9177
30,491274
31,21942
32,25370292
33,3104278
34,4
35,108
36,18517490
37,2584975
38,3428414
39,35303672
40,3101582
41,941103
42,1170331
43,196
44,189943
45,30
46,19
47,16
48,379
49,3585988
50,842016
51,26877398
52,10041722
53,153167
54,13776314
55,687274
56,2309948
57,953407
58,10347
59,355992
60,153392
61,223778
62,2857767
63,8857
64,153
65,19
66,155715
67,50411
68,329355
69,577919
70,3359439
71,208116
72,61
73,1021557
74,20232168
75,311
76,2672360
77,19615228
78,27248528
79,8103066
80,1848
81,3760
82,22084512
83,47836
84,22949
85,61757
86,9273
87,51917140
88,520
89,4036251
90,4970116
91,612805
92,369083
93,133480
94,35931
95,6310258
96,3449154
97,200
98,17641798
99,29
100,51539
101,247883
102,94
103,2505
104,1013576
105,35
106,26655368
107,469079
108,27681328
109,1108724
110,37
111,166
112,395330
113,707150
114,826454
115,6689248
116,58
117,11308
118,23259
119,299645
120,16
121,3365959
122,2055316
123,31
124,6428712
125,569414
126,11391030
127,924051
128,11558
129,4327
130,144411
131,1311918
132,7295
133,1533890
134,215
135,777069
136,25
137,330996
138,4642340
139,215565
140,195694
141,1927181
142,14
143,8916
144,631
145,2990992
146,1366148
147,2716370
148,283
149,4871606
150,293935
151,2099927
152,245030800
153,68661
154,855656
155,9315833
156,103239920
157,262643
158,244113
159,108
160,2665048
161,2776163
162,79220
163,1393539
164,2383669
165,6633022
166,10981780
167,27155502
168,10909878
169,37
170,20996
171,8254307
172,365405
173,2262388
174,1392368
175,345
176,276
177,7978124
178,93835
179,1243566
180,8582991
181,2421156
182,265
183,245398
184,9412763
185,101112416
186,458473
187,1257187
188,38701
189,5887
190,112741208
191,19762550
192,5461235
193,8
194,54
195,139874
196,29092842
197,20269
198,35
199,186808
200,2
201,5787434
202,2620282
203,529235
204,45129632
205,24162878
206,30
207,939
208,13625324
209,10555355
210,568
211,5663912
212,48
213,164645
214,9052
215,90
216,1432
217,1053942
218,10436442
219,1531
220,59
221,218
222,1712
223,2425084
224,136655
225,55468372
226,38712
227,623
228,52
229,13387015
230,1753680
231,2084205
232,251
233,534061
234,2851258
235,2165
236,628484
237,20710222
238,27792
239,8316088
240,7286
241,109761536
242,25
243,36943
244,1343819
245,289779
246,2019786
247,137392
248,2363325
249,5408
250,27714
251,72140
252,31
253,1246465
254,2682890
255,4646632
256,69
257,6471506
258,65942104
259,306874
260,251619
261,747645
262,463902
263,812
264,1423049
265,356082
266,95815536
267,11398745
268,201295
269,12
270,2440772
271,1611806
272,1018084
273,16498030
274,48846
275,108834056
276,2945980
277,415310
278,141
279,15211197
280,22
281,631650
282,53
283,472
284,1086637
285,19928722
286,8211
287,146465
288,117151
289,876914
290,301707
291,227
292,37852704
293,960053
294,2219
295,6
296,823882
297,1726676
298,2307907
299,418
300,25192168
301,77
302,28551
303,371969
304,200310
305,6688
306,25
307,32506956
308,2701920
309,1433300
310,2406754
311,233
312,6
313,581430
314,490809
315,24964006
316,161
317,274645
318,9
319,1264
320,3
321,191519
322,7902068
323,260920
324,9
325,664962
326,95588
327,47
328,4
329,51
330,728787
331,1037266
332,358862
333,538300
334,258399
335,39
336,73927
337,210829
338,4072286
339,48
340,4217645
341,406741
342,179827952
343,256
344,46
345,82
346,952544
347,7037
348,621722
349,647
350,341030
351,2160765
352,400958
353,544771
354,748434
355,796173
356,1481
357,130324408
358,1913247
359,3167869
360,103552
361,197869
362,598772
363,72585032
364,1779885
365,981833
366,459296
367,80620160
368,7926856
369,29408732
370,590235
371,69
372,8915
373,223375
374,114203
375,4230911
376,2003
377,1508142
378,26270262
379,2
380,1482
381,80
382,18707058
383,8735547
384,3001044
385,5
386,46084468
387,745435
388,1762482
389,1259
390,491097
391,19848830
392,12556331
393,239
394,25679728
395,5
396,291
397,19907
398,1120715
399,97979280
400,1199214
401,1569
402,65657
403,8962
404,38
405,689717
406,10493889
407,40535
408,11332497
409,13403
410,18611110
411,1514
412,698370
413,138
414,779279
415,214731
416,352869
417,5769446
418,19603072
419,688705
420,3385184
421,337280
422,24227
423,46
424,460271
425,2938660
426,20631
427,13
428,32419
429,267
430,1304
431,1527776
432,8
433,2350
434,33316
435,4950712
436,10402300
437,230167
438,10006026
439,8549455
440,235
441,6370
442,20
443,60
444,3591419
445,944090
446,293961
447,230859
448,3714534
449,429768
450,21
451,1576
452,5396431
453,13963051
454,3776
455,3065032
456,5183529
457,60637
458,400751
459,44715
460,408578
461,2270686
462,116378
463,1455175
464,368754
465,11044
466,2448196
467,22
468,39
469,10
470,2484370
471,688598
472,110493
473,3
474,3590638
475,14
476,3052501
477,11217895
478,384116
479,1973438
480,413
481,3027877
482,4219
483,10787012
484,78009
485,1532130
486,297
487,301048
488,36
489,22500
490,4906
491,54
492,124196
493,31
494,301
495,591191
496,307848
497,62495
498,36
499,10482
500,16512607
501,31827
502,226
503,162
504,17379820
505,90026
506,6169
507,4550
508,73
509,583084
510,55
511,10
512,3566058
513,2524752
514,3210583
515,1023218
516,466298
517,1274887
518,27383628
519,348591
520,207
521,1017
522,5369
523,8
524,650343
525,6495
526,37
527,71480
528,2150045
529,25074
530,467248
531,16299167
532,19909572
533,11792
534,854082
535,39744352
536,6
537,232941
538,25520404
539,2859626
540,26
541,134551152
542,58230344
543,1232059
544,12
545,255
546,388486
547,371555
548,802438
549,476
550,296
551,29458
552,1035730
553,243180
554,10
555,4526210
556,77782
557,6383668
558,218635
559,234054
560,419
561,67064
562,29594
563,5415527
564,3365580
565,36584
566,3562750
567,9483821
568,7
569,3582358
570,10949404
571,40
572,161582
573,647174
574,57926
575,422315
576,6755164
577,1204102
578,109366
579,1612
580,3
581,730008
582,1627313
583,1673322
584,103850
585,3092199
586,18454728
587,823565
588,4538538
589,2050
590,2716292
591,431674
592,35615
593,8006959
594,22
595,117935
596,57383
597,808518
598,232488
599,11
600,49
601,714461
602,1139891
603,2935310
604,440909
605,1512283
606,89934344
607,8356952
608,10399562
609,398148
610,6985
611,81307984
612,25531
613,41
614,1116
615,575857
616,116792
617,21
618,44324
619,8721563
620,33724
621,17299
622,113126
623,61
624,99181
625,725627
626,9345821
627,247004
628,1760772
629,742067
630,1076002
631,26
632,24516672
633,23
634,519
635,55276264
636,81480608
637,29074
638,21736
639,1183963
640,14433
641,799041
642,2284
643,348166
644,12786898
645,1277540
646,460668
647,60826
648,2358430
649,2
650,3890
651,23
652,5573050
653,311174
654,38301
655,34589
656,84
657,9454850
658,20
659,33
660,312720
661,666970
662,95
663,867764
664,3184107
665,827583
666,2515571
667,276789
668,213
669,153
670,42233
671,379458
672,77
673,3770824
674,61
675,36443512
676,1331904
677,22113
678,97210320
679,1020995
680,21
681,6
682,4607258
683,121
684,6175531
685,7765889
686,51511
687,40
688,1187107
689,369957
690,637667
691,389148
692,22811030
693,333907
694,46
695,27250
696,36111588
697,6047746
698,1587108
699,116380800
700,5873798
701,323006
702,410664
703,32
704,2403650
705,25
706,100948
707,2123458
708,5704177
709,390804
710,3261450
711,596922
712,392282
713,88136
714,3442
715,4209
716,72130144
717,7746
718,254
719,19559674
720,1008970
721,878986
722,18216186
723,81
724,54340248
725,8500294
726,10124573
727,4738830
728,124232896
729,2092550
730,2243831
731,1115347
732,83
733,2192712
734,19494
735,324305
736,338159
737,2285851
738,31328
739,228
740,2075333
741,3049134
742,6453474
743,33878760
744,51388292
745,13923373
746,114
747,41
748,2698796
749,10820
750,458556
751,40
752,1397102
753,290
754,10374679
755,229
756,871
757,202970
758,3876938
759,214
760,339961
761,1728216
762,381312
763,1073426
764,23
765,3449552
766,9411
767,275
768,50810
769,4361
770,154731
771,2195094
772,18023960
773,5
774,27318992
775,4
776,75186
777,3157900
778,6218064
779,3490
780,2668881
781,75
782,1498873
783,44576212
784,57177088
785,1000293
786,1189603
787,1533137
788,1139806
789,1354850
790,165817968
791,16
792,3309646
793,37614
794,259838
795,121077
796,81396
797,192
798,337845
799,82259
800,280164
801,9569
802,71857
803,3095
804,529074
805,4348669
806,777456
807,5135608
808,71
809,725219
810,468047
811,243691
812,22553446
813,147013360
814,229632
815,3287344
816,40
817,2662
818,1062672
819,1894
820,529282
821,2280414
822,179133
823,12445079
824,6
825,57201848
826,86240608
827,2763252
828,1016400
829,30444
830,4618
831,6265870
832,1968497
833,85771
834,27979220
835,30
836,3167117
837,29988422
838,45456268
839,83064
840,53160
841,35742856
842,19864
843,5310
844,538697
845,330230
846,214
847,1516653
848,5012080
849,5787708
850,1139128
851,56
852,12019811
853,153433
854,588687
855,285170
856,28602546
857,15497
858,2198703
859,90550
860,79951584
